기관 명,모델명,시리얼,구분,초미세먼지(㎍/㎥),미세먼지(㎍/㎥),기온(℃),상대습도( %),풍향(°),풍속(m/s),돌풍 풍향(°),돌풍 풍속(m/s),조도(lux),자외선(UVI),소음(dB),진동_x(g),진동_y(g),진동_z(g),진동_x 최대(g),진동_y 최대(g),진동_z 최대(g),흑구 운도(℃),초미세먼지 보정(㎍/㎥),미세먼지 보정(㎍/㎥),전송시간,등록일자
서울시,SDOT001,V02Q1940946,1,2,2,7.9,89,,,,,1884,0,52,0.08,0.11,0.99,0.13,0.17,1.09,,3,3,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940945,1,0,0,7.8,94,,,,,1954,0,53,0.02,0.06,1.02,0.08,0.12,1.11,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940947,1,0,0,8.1,92,,,,,2000,0,57,0.01,0.07,1.02,0.05,0.13,1.09,,1,1,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940935,1,2,2,8.3,85,,,,,1902,0,,,,,,,,,2,2,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940942,1,1,1,7.8,90,,,,,1765,0,56,0.07,0.02,1.03,0.1,0.13,1.11,,2,2,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940941,1,0,0,8.8,85,,,,,800,0,58,0.01,0.17,1.07,0.06,0.2,1.15,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940889,1,0,0,8.6,85,,,,,905,0,51,0.01,0.04,1.02,0.06,0.16,1.1,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940888,1,1,1,8.5,86,,,,,672,0,53,0.04,0.05,1.02,0.08,0.11,1.11,,1,1,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940887,1,0,0,8.3,89,,,,,2056,0,55,0.09,0.09,1.06,0.14,0.15,1.13,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940885,1,0,0,8.2,84,,,,,1268,0,53,0.06,0.02,1.01,0.1,0.13,1.09,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940886,1,0,0,7,94,,,,,1004,0,54,0.03,0.08,1.05,0.08,0.14,1.13,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940884,1,0,0,7.9,86,,,,,1981,0,52,0.01,0.04,1.05,0.05,0.12,1.11,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940883,1,1,1,7,97,,,,,1172,0,54,0.02,0.09,1.02,0.07,0.15,1.11,,1,1,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940882,1,0,0,7.6,90,,,,,992,0,56,0.05,0.07,1.06,0.1,0.13,1.14,,1,1,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1941015,1,0,1,8.1,87,,,,,0,0,,,,,,,,,0,2,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1941013,1,0,0,7.5,97,,,,,0,0,,,,,,,,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1941006,1,0,1,7.5,91,,,,,0,0,,,,,,,,,0,2,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940953,1,0,0,8.2,88,,,,,2175,0,52,0.08,0.03,0.98,0.13,0.11,1.08,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940955,1,0,0,7.8,88,,,,,1478,0,49,0.02,0.06,1.03,0.07,0.12,1.11,,0,0,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1941000,1,0,1,7.8,90,,,,,0,0,,,,,,,,,0,1,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940954,1,1,1,8.2,87,,,,,0,0,64,0.07,0.08,1.03,0.12,0.14,1.1,,1,1,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,V02Q1940952,1,0,0,7.5,93,,,,,595,0,54,0.02,0.12,1.03,0.07,0.17,1.11,,1,1,2.02111E+11,2021-11-08 11:07
서울시,SDOT001,OC3CL200031,1,0,1,6.5,100,,,,,,,53,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200030,1,0,0,6.5,100,,,,,,,62,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200028,1,1,2,7.7,100,,,,,,,59,,,,,,,,1,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200029,1,2,3,7.6,100,,,,,,,60,,,,,,,,3,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200027,1,1,2,6.6,86,,,,,,,69,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200024,1,0,1,7,100,,,,,,,65,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200026,1,0,1,6.9,92,,,,,,,70,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200023,1,1,3,7.7,100,,,,,,,65,,,,,,,,2,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200020,1,0,0,7.1,100,,,,,,,70,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200025,1,1,2,6.6,88,,,,,,,49,,,,,,,,2,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200022,1,0,1,6.9,100,,,,,,,70,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200017,1,0,0,7.3,100,,,,,,0,70,,,,,,,8.2,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200021,1,2,3,7.3,100,,,,,,,68,,,,,,,,2,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200018,1,1,2,7.5,100,,,,,,0,53,,,,,,,8.5,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200016,1,1,1,8.1,100,,,,,,0,43,,,,,,,9,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200013,1,0,1,6,100,,,,,,0,50,,,,,,,7,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200019,1,0,1,6.6,100,,,,,,0,63,,,,,,,7.6,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200014,1,1,2,7.4,100,,,,,,1.3,60,,,,,,,8.3,2,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200011,1,0,0,,,,,,,,1.3,49,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200012,1,2,3,7.5,100,,,,,,0,62,,,,,,,8.5,2,6,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200052,1,0,0,6.5,100,,,,,,,65,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200051,1,1,1,6.8,100,,,,,,,47,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200050,1,0,1,6,100,,,,,,,60,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200048,1,0,0,7.1,100,,,,,,,59,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200049,1,0,0,6.1,100,,,,,,,62,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200046,1,0,1,7.3,100,,,,,,,70,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200047,1,2,3,7.2,100,,,,,,,62,,,,,,,,3,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200045,1,1,2,6.1,88,,,,,,,57,,,,,,,,2,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200044,1,1,2,7,100,,,,,,,60,,,,,,,,2,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200042,1,2,3,6.9,100,,,,,,,36,,,,,,,,3,6,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200043,1,0,1,6.5,100,,,,,,,65,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200040,1,0,0,6,100,,,,,,,52,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200039,1,0,1,6,100,,,,,,,54,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200035,1,0,1,6.5,100,,,,,,,72,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200036,1,0,1,6.2,100,,,,,,,64,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200038,1,0,1,6.3,100,,,,,,,49,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200037,1,0,1,6.4,100,,,,,,,51,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200034,1,1,3,7.8,100,,,,,,,68,,,,,,,,2,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200033,1,0,1,6.9,100,,,,,,,57,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200032,1,0,1,6.7,100,,,,,,,65,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200072,1,0,1,6.1,100,,,,,,,58,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200071,1,0,1,6.5,100,,,,,,,67,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200069,1,0,1,6.2,83,,,,,1656,0,59,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200070,1,0,1,7.2,100,,,,,,,64,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200068,1,1,1,6.8,91,,,,,53056,1.3,63,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200067,1,1,2,6.6,100,,,,,46824,1.3,53,,,,,,,,2,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200062,1,0,0,7,100,,,,,1631,0,57,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200066,1,0,0,6.5,100,,,,,38295,0,59,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200064,1,1,2,5.5,96,,,,,23061,0,50,,,,,,,,2,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200065,1,0,0,6.5,100,,,,,3738,0,58,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200063,1,0,1,6,100,,,,,34451,0,57,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200061,1,0,0,6.5,100,,,,,45758,0,50,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200060,1,0,0,6.2,100,,,,,43346,1.3,60,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200059,1,1,2,6.8,100,,,,,,,69,,,,,,,,3,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200057,1,0,2,7.6,100,,,,,,,67,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200058,1,0,0,7.5,100,,,,,,,64,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200056,1,0,0,6.6,100,,,,,,,65,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200054,1,0,1,7.2,100,,,,,,,58,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200053,1,0,0,5.3,95,,,,,,,62,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200055,1,0,0,7.2,100,,,,,,,73,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200092,1,0,0,7,100,,,,,,,49,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200091,1,0,0,6.4,100,,,,,,,56,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200089,1,0,1,5.5,100,,,,,64173,,58,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200090,1,0,1,7.4,100,,,,,,,65,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200088,1,0,1,5.5,100,,,,,1475,,54,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200087,1,1,2,6.5,92,,,,,2843,,66,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200084,1,0,1,6.7,100,,,,,57004,,59,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200086,1,0,1,6.3,100,,,,,2934,,53,,,,,,,,1,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200083,1,0,1,6.6,100,,,,,2195,,66,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200085,1,0,1,6.9,100,,,,,50398,,59,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200080,1,0,0,6.1,100,,,,,2115,,65,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200082,1,0,1,6.6,100,,,,,2242,,61,,,,,,,,1,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200078,1,0,1,7.3,100,,,,,,,67,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200081,1,0,1,6,91,,,,,954,,62,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200079,1,1,2,7.5,100,,,,,,,67,,,,,,,,2,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200077,1,1,2,7.8,100,,,,,,,71,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200075,1,1,2,7.2,100,,,,,,,72,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200076,1,0,1,6.5,100,,,,,,,68,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200073,1,0,1,7.3,80,,,,,,,65,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200074,1,1,2,7.3,100,,,,,,,69,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200111,1,0,1,6.6,100,,,,,,,53,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200112,1,0,1,7.1,100,,,,,,,56,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200110,1,0,0,6.8,100,,,,,,,66,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200109,1,0,1,6.1,100,,,,,,,58,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200108,1,0,1,6.7,100,,,,,,,60,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200107,1,0,0,7.3,100,,,,,,,60,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200106,1,0,1,7.2,100,,,,,,,56,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200102,1,0,1,7,100,,,,,,,56,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200104,1,0,1,7.2,99,,,,,,,62,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200105,1,1,2,6.7,100,,,,,,,54,,,,,,,,2,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200103,1,0,1,6.9,100,,,,,,,62,,,,,,,,1,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200101,1,0,1,6.4,100,,,,,,,63,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200100,1,0,0,5.8,100,,,,,,,53,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200098,1,0,1,6.6,100,,,,,,,61,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200093,1,0,0,6.8,100,,,,,,,58,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200099,1,1,2,6.9,100,,,,,,,57,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200097,1,1,2,6.7,100,,,,,,,54,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200095,1,0,1,6.8,83,,,,,,,56,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200096,1,1,2,7.3,100,,,,,,,61,,,,,,,,2,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200094,1,0,0,6.6,100,,,,,,,58,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200132,1,0,1,5.6,100,,,,,,,56,,,,,,,,1,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200131,1,0,0,6.1,100,,,,,,,68,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200130,1,0,0,5.7,100,,,,,,,56,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200129,1,0,1,6.2,100,,,,,,,58,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200128,1,0,0,4.7,90,,,,,,,54,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200126,1,1,3,6.7,100,,,,,,,72,,,,,,,,3,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200127,1,0,1,6.6,100,,,,,,,73,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200124,1,0,0,5.1,100,,,,,,,53,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200121,1,0,0,6.7,100,,,,,,,58,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200123,1,0,1,7.1,100,,,,,,,74,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200125,1,0,0,6,100,,,,,,,58,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200122,1,0,1,5.7,100,,,,,,,59,,,,,,,,1,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200118,1,0,0,7.6,100,,,,,,,53,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200119,1,0,0,7.8,100,,,,,,,60,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200120,1,2,3,7.5,100,,,,,,,56,,,,,,,,3,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200115,1,0,1,7.3,100,,,,,,,53,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200116,1,1,2,6.7,97,,,,,,,59,,,,,,,,2,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200117,1,0,1,6.4,100,,,,,,,57,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200114,1,0,1,6.7,100,,,,,,,60,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200113,1,2,3,6.3,100,,,,,,,56,,,,,,,,3,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200138,1,0,0,5.8,88,337,1.3,287,2.6,,,56,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200140,1,0,0,6.1,100,113,0.2,183,0.9,,,52,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200136,1,0,1,6.6,100,152,0.8,159,2.7,,,57,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200135,1,0,1,7.1,100,243,0.4,154,1.7,,,63,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200137,1,0,1,6.4,100,3,1.5,212,3.6,,,64,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200133,1,0,0,6.5,100,,,,,,,56,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200134,1,0,0,6.7,100,,,,,,,57,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200151,1,0,1,-40,100,144,1.2,144,2.9,,,56,,,,,,,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200152,1,1,2,5.9,90,48,0.3,157,2,,,62,,,,,,,,2,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200150,1,0,1,6.8,100,269,0.9,266,2.5,,,67,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200147,1,0,1,6.2,89,181,0.5,176,1.8,,,63,,,,,,,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200148,1,0,0,6,88,219,0.2,145,1.8,,,64,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200146,1,0,0,5.1,100,75,1.3,78.7,2.7,,,57,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200149,1,1,2,6,85,237,0.1,194,2,,,63,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200143,1,0,0,5.8,93,202,1,191,2.2,,,52,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200142,1,1,2,6.7,100,230,1,220,3.2,,,76,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200144,1,0,0,-40,84,66,0.6,80.2,2.3,,,61,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200141,1,0,0,6.8,86,19,1,38.4,1.8,,,64,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200145,1,0,0,6.5,100,275,0.7,275,2.1,,,48,,,,,,,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200139,1,0,1,7.4,100,19,0.8,117,2.2,,,70,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200172,1,2,3,7.1,91,,,,,,,70,0.05,0.03,1.09,0.12,0.12,1.19,,3,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200173,1,1,2,7.2,88,,,,,,,35,0.02,0.05,1.05,0.09,0.11,1.13,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200167,1,2,5,7.1,93,,,,,,,68,0.03,0.03,1.13,0.08,0.14,1.19,,2,8,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200171,1,0,1,6.7,100,,,,,,,69,0.05,0.01,1.02,0.09,0.1,1.11,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200170,1,0,1,7.7,100,,,,,,,72,0.02,0.01,1.02,0.07,0.11,1.1,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200166,1,0,1,6.9,85,,,,,,,62,0.02,0.02,1.03,0.06,0.15,1.11,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200169,1,0,0,6,100,,,,,,,70,0.01,0.02,1.04,0.05,0.08,1.1,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200163,1,1,2,6.6,100,,,,,,,35,0.02,0.02,1.13,0.08,0.13,1.24,,2,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200165,1,0,0,6.4,100,,,,,,,69,0.01,0.02,1.1,0.07,0.13,1.19,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200168,1,1,2,6.4,90,,,,,,,70,0.01,0.09,1.06,0.06,0.15,1.12,,3,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200161,1,0,1,5.3,91,,,,,,,71,0.06,0.08,1.08,0.12,0.15,1.15,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200164,1,1,2,6.9,100,,,,,,,73,0.02,0.04,1.05,0.06,0.11,1.14,,2,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200160,1,1,2,6.4,100,,,,,,,71,0.01,0.01,1,0.05,0.12,1.1,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200157,1,0,0,7,100,,,,,,,73,0.01,0.18,1.02,0.05,0.24,1.1,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200158,1,0,0,7.1,100,,,,,,,68,0.05,0.09,1.07,0.15,0.15,1.16,,0,0,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200162,1,0,1,6.5,94,,,,,,,41,0.01,0.03,1.05,0.05,0.1,1.12,,0,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200156,1,4,7,6.6,100,,,,,,,35,0.09,0.05,1.02,0.14,0.11,1.09,,6,9,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200155,1,1,1,7.7,100,,,,,,,72,0.02,0.02,1.07,0.09,0.15,1.13,,1,2,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200153,1,0,1,6,89,81,0.8,93.1,2.4,,,62,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200154,1,0,3,3.8,98,201,0.1,186,0.1,,,55,,,,,,,,1,5,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200193,1,1,2,7.3,82,,,,,,,66,,,,,,,,1,4,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200192,1,0,0,6.6,89,,,,,,,65,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200189,1,0,1,6.6,100,,,,,,,64,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200190,1,0,1,6.5,100,,,,,,,70,,,,,,,,0,1,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200191,1,2,3,6.4,98,,,,,,,59,,,,,,,,4,6,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200188,1,1,2,6.4,100,,,,,,,68,,,,,,,,1,3,2.02111E+11,2021-11-08 12:07
서울시,SDOT001,OC3CL200187,1,3,5,-40,96,,,,,,,71,,,,,,,,5,6,2.02111E+11,2021-11-08 12:07
